Source,DOI,Authors,Year,Species,Life Stage,In Vitro or In Vivo?,Sex,Experiment Type,Exposure Route,Particle Mix?,Negative Control,Reference Particle,Exposure Media General,Exposure Media Specific,Exposure Media Additions,Solvent,Detergent,Temperature (Avg),Exposure Duration (days),Recovery (Days),Number of Doses,Replicates,Sample Size,Dosing Frequency,particles/mL (master),μg/mL (master),Effect,Broad Endpoint Category,Specific Endpoint Category,Endpoint,Level of Biological Organization,"Target Organelle, Cell, or Tissue",Polymer,Shape,Density (g/cm^3),"Density, reported or estimated",Charge,Zeta Potential (mV),Zeta Potential Media,Functional Group,Particle Length (μm),Size Category,Particle Volume (μm^3),Particle Mass (mg),Weathered or Biofouled?,Size Validated?,Polymer Validated?,Shape Validated,Particle Source,Sodium Azide Present?,Screened for Chemical Contamination?,Particle Cleaning?,Solvent Rinse,Background Contamination Monitored?,Concentration Validated?,Particle Behavior,Uptake Validated?,Organisms Fed?,Particle Red Criteria Pass,Design Red Criteria Pass,Risk Red Criteria Pass,Particle Size*,Particle Shape*,Polymer Type*,Particle Source*,Surface Chemistry,Chemical Purity,Microbial Contamination,Concentration Units,Particle Stability,Homogeneity of Exposure,Endpoints,Dose-Response*,Concentration Range,Effect Thresholds*,Test Particle Relevance,zeta_missing,zeta_imputed_by_group,zeta_imputed_by_global,charge_missing,in_vitro_flag,temp_missing,particles_ml_missing,ug_ml_missing,particle_size_missing,particle_volume_missing,particle_missing,particle_mass_imputed_by_group,particle_mass_imputed_by_global,density_reported_flag,density_estimated_flag,density_unknown_flag,particle_length_missing,sample_size_missing,sample_size_outlier,dose_mg_per_l,dose_mg_per_l_missing,particles_per_ml,particles_per_ml_missing,dose_info_available
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,190399552.2990623,190399.5522990623,No,Stress,General Stress,hsp70 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,190399.5522990623,0,190399552.2990623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Stress,General Stress,hsp70 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,9519977614.953115,9519977.614953116,Yes,Stress,General Stress,hsp70 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,19039955229.90623,19039955.22990623,No,Stress,General Stress,hsp70 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19039955.22990623,0,19039955229.90623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,190399552.2990623,190399.5522990623,No,Immune,Inflammation,IL1b mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,190399.5522990623,0,190399552.2990623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Immune,Inflammation,IL1b mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,9519977614.953115,9519977.614953116,No,Immune,Inflammation,IL1b mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,19039955229.90623,19039955.22990623,No,Immune,Inflammation,IL1b mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19039955.22990623,0,19039955229.90623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,9519977614.953115,9519977.614953116,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,19039955229.90623,19039955.22990623,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19039955.22990623,0,19039955229.90623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,23799944037.38279,23799944.03738279,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,23799944.03738279,0,23799944037.38279,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,28559932844.859344,28559932.844859343,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28559932.844859343,0,28559932844.859344,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,33319921652.335903,33319921.652335905,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33319921.652335905,0,33319921652.335903,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,7,1.0,9.0,0.0,38079910459.81246,38079910.45981246,No,Cytotoxicity,Cytotoxicity,Cytotoxicity,Cell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,38079910.45981246,0,38079910459.81246,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,190399552.2990623,190399.5522990623,No,Immune,Inflammation,IL8 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,190399.5522990623,0,190399552.2990623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Immune,Inflammation,IL8 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,9519977614.953115,9519977.614953116,No,Immune,Inflammation,IL8 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,19039955229.90623,19039955.22990623,No,Immune,Inflammation,IL8 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19039955.22990623,0,19039955229.90623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,1.0,0.0,4,1.0,9.0,0.0,190399552.2990623,190399.5522990623,No,Stress,DNA damage,DNA damage,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,190399.5522990623,0,190399552.2990623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,1.0,0.0,4,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Stress,DNA damage,DNA damage,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,1.0,0.0,4,1.0,9.0,0.0,9519977614.953115,9519977.614953116,No,Stress,DNA damage,DNA damage,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,1.0,0.0,4,1.0,9.0,0.0,19039955229.90623,19039955.22990623,No,Stress,DNA damage,DNA damage,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19039955.22990623,0,19039955229.90623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,190399552.2990623,190399.5522990623,No,Metabolism,Oxidative Stress,gstp1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,190399.5522990623,0,190399552.2990623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Metabolism,Oxidative Stress,gstp1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,9519977614.953115,9519977.614953116,No,Metabolism,Oxidative Stress,gstp1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,19039955229.90623,19039955.22990623,No,Metabolism,Oxidative Stress,gstp1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,19039955.22990623,0,19039955229.90623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,190399552.2990623,190399.5522990623,No,Stress,General Stress,ho1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,190399.5522990623,0,190399552.2990623,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,4759988807.476558,4759988.807476558,No,Stress,General Stress,ho1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4759988.807476558,0,4759988807.476558,0,1
search,10.1039/c9en00523d,Cortes,2020,(Human) Homo sapiens,not_applicable,In Vitro,not_applicable,Particle Only,In Vitro,no,yes,no,artificial_medium,DMEM,not_specified,not_reported,not_reported,37.0,2.0,0.0,4,1.0,9.0,0.0,9519977614.953115,9519977.614953116,Yes,Stress,General Stress,ho1 mRNA expression,Subcell,caco2.cells,Polystyrene,Sphere,1.07,estimated,negative,-9.8,artificial.medium,not_reported,0.210855,100nm < 1µm,0.004908517,5.25e-12,no,Y,N,Y,commercial,yes,N,not_cleaned,none,N,N,not_evaluated,Yes,not_applicable,Scoring Not Available,Scoring Not Available,Scoring Not Available,2.0,Sphere,unknown,unknown,unknown,unknown,unknown,unknown,0.0,unknown,,,,,-1.0,0,0,0,0,True,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9519977.614953116,0,9519977614.953115,0,1
